id,reltrad,reltrad2,reltrad3
1217,Roman Catholic,Roman Catholic,Roman Catholic
1218,Mainline Protestant,Mainline Protestant,Mainline Protestant
1219,Roman Catholic,Roman Catholic,Roman Catholic
1220,Conservative Protestant,Conservative Protestant,Protestant No Denomination
1221,None,None,None
1222,Mainline Protestant,Mainline Protestant,Mainline Protestant
1223,Black Protestant,Black Protestant,Black Protestant
1224,Conservative Protestant,Conservative Protestant,Conservative Protestant
1225,Mainline Protestant,Mainline Protestant,Mainline Protestant
1226,Mainline Protestant,Mainline Protestant,Mainline Protestant
1227,Other,Other,Other
1228,Mainline Protestant,Mainline Protestant,Mainline Protestant
1229,None,None,None
1230,Conservative Protestant,Conservative Protestant,Conservative Protestant
1231,NA,Conservative Protestant,Protestant No Denomination
1232,Conservative Protestant,Conservative Protestant,Protestant No Denomination
1233,Mainline Protestant,Mainline Protestant,Mainline Protestant
1234,Mainline Protestant,Mainline Protestant,Mainline Protestant
1235,Roman Catholic,Roman Catholic,Roman Catholic
1236,None,None,None
1237,Roman Catholic,Roman Catholic,Roman Catholic
1238,None,None,None
1239,Roman Catholic,Roman Catholic,Roman Catholic
1240,Other,Other,Other
1241,Other,Other,Other
1242,Roman Catholic,Roman Catholic,Roman Catholic
1243,NA,Conservative Protestant,Protestant No Denomination
1244,Mainline Protestant,Mainline Protestant,Mainline Protestant
1245,Conservative Protestant,Conservative Protestant,Conservative Protestant
1246,None,None,None
1247,Conservative Protestant,Conservative Protestant,Conservative Protestant
1248,None,None,None
1249,Mainline Protestant,Mainline Protestant,Mainline Protestant
1250,Mainline Protestant,Mainline Protestant,Mainline Protestant
1251,Roman Catholic,Roman Catholic,Roman Catholic
1252,Mainline Protestant,Mainline Protestant,Mainline Protestant
1253,NA,NA,NA
1254,Mainline Protestant,Mainline Protestant,Mainline Protestant
1255,Roman Catholic,Roman Catholic,Roman Catholic
1256,Conservative Protestant,Conservative Protestant,Conservative Protestant
1257,Roman Catholic,Roman Catholic,Roman Catholic
1258,NA,Conservative Protestant,Protestant No Denomination
1259,Conservative Protestant,Conservative Protestant,Conservative Protestant
1260,Mainline Protestant,Mainline Protestant,Mainline Protestant
1261,Mainline Protestant,Mainline Protestant,Mainline Protestant
1262,None,None,None
1263,Roman Catholic,Roman Catholic,Roman Catholic
1264,None,None,None
1265,Mainline Protestant,Mainline Protestant,Mainline Protestant
1266,Roman Catholic,Roman Catholic,Roman Catholic
1267,Jewish,Jewish,Jewish
1268,Roman Catholic,Roman Catholic,Roman Catholic
1269,Roman Catholic,Roman Catholic,Roman Catholic
1270,Mainline Protestant,Mainline Protestant,Mainline Protestant
1271,NA,Conservative Protestant,Protestant No Denomination
1272,Roman Catholic,Roman Catholic,Roman Catholic
1273,Mainline Protestant,Mainline Protestant,Mainline Protestant
1274,Mainline Protestant,Mainline Protestant,Mainline Protestant
1275,Mainline Protestant,Mainline Protestant,Mainline Protestant
1276,None,None,None
1277,Conservative Protestant,Conservative Protestant,Conservative Protestant
1278,Mainline Protestant,Mainline Protestant,Mainline Protestant
1279,None,None,None
1280,NA,Conservative Protestant,Protestant No Denomination
1281,Conservative Protestant,Conservative Protestant,Conservative Protestant
1282,Mainline Protestant,Mainline Protestant,Mainline Protestant
1283,Conservative Protestant,Conservative Protestant,Conservative Protestant
1284,None,None,None
1285,Conservative Protestant,Conservative Protestant,Conservative Protestant
1286,Roman Catholic,Roman Catholic,Roman Catholic
1287,Mainline Protestant,Mainline Protestant,Mainline Protestant
1288,Conservative Protestant,Conservative Protestant,Protestant No Denomination
1289,Roman Catholic,Roman Catholic,Roman Catholic
1290,Roman Catholic,Roman Catholic,Roman Catholic
1291,Roman Catholic,Roman Catholic,Roman Catholic
1292,Mainline Protestant,Mainline Protestant,Mainline Protestant
1293,Roman Catholic,Roman Catholic,Roman Catholic
1294,NA,Conservative Protestant,Protestant No Denomination
1295,Mainline Protestant,Mainline Protestant,Mainline Protestant
1296,Roman Catholic,Roman Catholic,Roman Catholic
1297,Roman Catholic,Roman Catholic,Roman Catholic
1298,Roman Catholic,Roman Catholic,Roman Catholic
1299,Roman Catholic,Roman Catholic,Roman Catholic
1300,None,None,None
1301,None,None,None
1302,Roman Catholic,Roman Catholic,Roman Catholic
1303,None,None,None
1304,Roman Catholic,Roman Catholic,Roman Catholic
1305,Mainline Protestant,Mainline Protestant,Mainline Protestant
1306,Roman Catholic,Roman Catholic,Roman Catholic
1307,Conservative Protestant,Conservative Protestant,Conservative Protestant
1308,Mainline Protestant,Mainline Protestant,Mainline Protestant
1309,Mainline Protestant,Mainline Protestant,Mainline Protestant
1310,Roman Catholic,Roman Catholic,Roman Catholic
1311,Conservative Protestant,Conservative Protestant,Conservative Protestant
1312,Roman Catholic,Roman Catholic,Roman Catholic
1313,Mainline Protestant,Mainline Protestant,Mainline Protestant
1314,Mainline Protestant,Mainline Protestant,Mainline Protestant
1315,Mainline Protestant,Mainline Protestant,Mainline Protestant
1316,Mainline Protestant,Mainline Protestant,Mainline Protestant
1317,Mainline Protestant,Mainline Protestant,Mainline Protestant
1318,Roman Catholic,Roman Catholic,Roman Catholic
1319,Mainline Protestant,Mainline Protestant,Mainline Protestant
1320,Mainline Protestant,Mainline Protestant,Mainline Protestant
1321,Mainline Protestant,Mainline Protestant,Mainline Protestant
1322,Mainline Protestant,Mainline Protestant,Mainline Protestant
1323,Mainline Protestant,Mainline Protestant,Mainline Protestant
1324,Roman Catholic,Roman Catholic,Roman Catholic
1325,Mainline Protestant,Mainline Protestant,Mainline Protestant
1326,Mainline Protestant,Mainline Protestant,Mainline Protestant
1327,Mainline Protestant,Mainline Protestant,Mainline Protestant
1328,Conservative Protestant,Conservative Protestant,Conservative Protestant
1329,Conservative Protestant,Conservative Protestant,Conservative Protestant
1330,Mainline Protestant,Mainline Protestant,Mainline Protestant
1331,Conservative Protestant,Conservative Protestant,Conservative Protestant
1332,Conservative Protestant,Conservative Protestant,Conservative Protestant
1333,Conservative Protestant,Conservative Protestant,Conservative Protestant
1334,Conservative Protestant,Conservative Protestant,Conservative Protestant
1335,Mainline Protestant,Mainline Protestant,Mainline Protestant
1336,Mainline Protestant,Mainline Protestant,Mainline Protestant
1337,Conservative Protestant,Conservative Protestant,Conservative Protestant
1338,Conservative Protestant,Conservative Protestant,Conservative Protestant
1339,None,None,None
1340,Mainline Protestant,Mainline Protestant,Mainline Protestant
1341,Conservative Protestant,Conservative Protestant,Conservative Protestant
1342,Mainline Protestant,Mainline Protestant,Mainline Protestant
1343,Roman Catholic,Roman Catholic,Roman Catholic
1344,Roman Catholic,Roman Catholic,Roman Catholic
1345,Conservative Protestant,Conservative Protestant,Conservative Protestant
1346,Mainline Protestant,Mainline Protestant,Mainline Protestant
1347,Mainline Protestant,Mainline Protestant,Mainline Protestant
1348,Mainline Protestant,Mainline Protestant,Mainline Protestant
1349,Roman Catholic,Roman Catholic,Roman Catholic
1350,Roman Catholic,Roman Catholic,Roman Catholic
1351,Roman Catholic,Roman Catholic,Roman Catholic
1352,Mainline Protestant,Mainline Protestant,Mainline Protestant
1353,Mainline Protestant,Mainline Protestant,Mainline Protestant
1354,Roman Catholic,Roman Catholic,Roman Catholic
1355,Mainline Protestant,Mainline Protestant,Mainline Protestant
1356,Roman Catholic,Roman Catholic,Roman Catholic
1357,Roman Catholic,Roman Catholic,Roman Catholic
1358,Mainline Protestant,Mainline Protestant,Mainline Protestant
1359,Roman Catholic,Roman Catholic,Roman Catholic
1360,Other,Other,Other
1361,Mainline Protestant,Mainline Protestant,Mainline Protestant
1362,Mainline Protestant,Mainline Protestant,Mainline Protestant
1363,Mainline Protestant,Mainline Protestant,Mainline Protestant
1364,Conservative Protestant,Conservative Protestant,Conservative Protestant
1365,Conservative Protestant,Conservative Protestant,Conservative Protestant
1366,Mainline Protestant,Mainline Protestant,Mainline Protestant
1367,Mainline Protestant,Mainline Protestant,Mainline Protestant
1368,Conservative Protestant,Conservative Protestant,Conservative Protestant
1369,Conservative Protestant,Conservative Protestant,Conservative Protestant
1370,Conservative Protestant,Conservative Protestant,Conservative Protestant
1371,Conservative Protestant,Conservative Protestant,Conservative Protestant
1372,Black Protestant,Black Protestant,Black Protestant
1373,Conservative Protestant,Conservative Protestant,Conservative Protestant
1374,Conservative Protestant,Conservative Protestant,Conservative Protestant
1375,Conservative Protestant,Conservative Protestant,Conservative Protestant
1376,Conservative Protestant,Conservative Protestant,Conservative Protestant
1377,Conservative Protestant,Conservative Protestant,Conservative Protestant
1378,Mainline Protestant,Mainline Protestant,Mainline Protestant
1379,Conservative Protestant,Conservative Protestant,Conservative Protestant
1380,Other,Other,Other
1381,Roman Catholic,Roman Catholic,Roman Catholic
1382,Conservative Protestant,Conservative Protestant,Conservative Protestant
1383,Conservative Protestant,Conservative Protestant,Conservative Protestant
1384,Mainline Protestant,Mainline Protestant,Mainline Protestant
1385,Conservative Protestant,Conservative Protestant,Conservative Protestant
1386,NA,Conservative Protestant,Protestant No Denomination
1387,NA,Conservative Protestant,Protestant No Denomination
1388,Roman Catholic,Roman Catholic,Roman Catholic
1389,Mainline Protestant,Mainline Protestant,Mainline Protestant
1390,Conservative Protestant,Conservative Protestant,Conservative Protestant
1391,Roman Catholic,Roman Catholic,Roman Catholic
1392,Conservative Protestant,Conservative Protestant,Conservative Protestant
1393,NA,Conservative Protestant,Protestant No Denomination
1394,Mainline Protestant,Mainline Protestant,Mainline Protestant
1395,None,None,None
1396,Conservative Protestant,Conservative Protestant,Conservative Protestant
1397,NA,Conservative Protestant,Protestant No Denomination
1398,Roman Catholic,Roman Catholic,Roman Catholic
1399,Conservative Protestant,Conservative Protestant,Conservative Protestant
1400,Mainline Protestant,Mainline Protestant,Mainline Protestant
1401,Conservative Protestant,Conservative Protestant,Conservative Protestant
1402,Roman Catholic,Roman Catholic,Roman Catholic
1403,Mainline Protestant,Mainline Protestant,Mainline Protestant
1404,NA,Conservative Protestant,Protestant No Denomination
1405,Conservative Protestant,Conservative Protestant,Conservative Protestant
1406,Conservative Protestant,Conservative Protestant,Conservative Protestant
1407,Conservative Protestant,Conservative Protestant,Conservative Protestant
1408,Conservative Protestant,Conservative Protestant,Conservative Protestant
1409,Other,Other,Other
1410,Mainline Protestant,Mainline Protestant,Mainline Protestant
1411,Roman Catholic,Roman Catholic,Roman Catholic
1412,Mainline Protestant,Mainline Protestant,Mainline Protestant
1413,NA,Conservative Protestant,Protestant No Denomination
1414,Mainline Protestant,Mainline Protestant,Mainline Protestant
1415,NA,Conservative Protestant,Protestant No Denomination
1416,Roman Catholic,Roman Catholic,Roman Catholic
1417,Mainline Protestant,Mainline Protestant,Mainline Protestant
1418,Mainline Protestant,Mainline Protestant,Mainline Protestant
1419,Mainline Protestant,Mainline Protestant,Mainline Protestant
1420,Conservative Protestant,Conservative Protestant,Conservative Protestant
1421,Roman Catholic,Roman Catholic,Roman Catholic
1422,Conservative Protestant,Conservative Protestant,Conservative Protestant
1423,Mainline Protestant,Mainline Protestant,Mainline Protestant
1424,Roman Catholic,Roman Catholic,Roman Catholic
1425,Mainline Protestant,Mainline Protestant,Mainline Protestant
1426,Conservative Protestant,Conservative Protestant,Conservative Protestant
1427,Conservative Protestant,Conservative Protestant,Conservative Protestant
1428,NA,Conservative Protestant,Protestant No Denomination
1429,Mainline Protestant,Mainline Protestant,Mainline Protestant
1430,Conservative Protestant,Conservative Protestant,Conservative Protestant
1431,Mainline Protestant,Mainline Protestant,Mainline Protestant
1432,Conservative Protestant,Conservative Protestant,Conservative Protestant
1433,Mainline Protestant,Mainline Protestant,Mainline Protestant
1434,Mainline Protestant,Mainline Protestant,Mainline Protestant
1435,Mainline Protestant,Mainline Protestant,Mainline Protestant
1436,Mainline Protestant,Mainline Protestant,Mainline Protestant
1437,Black Protestant,Black Protestant,Black Protestant
1438,Mainline Protestant,Mainline Protestant,Mainline Protestant
1439,Mainline Protestant,Mainline Protestant,Mainline Protestant
1440,Conservative Protestant,Conservative Protestant,Conservative Protestant
1441,Mainline Protestant,Mainline Protestant,Mainline Protestant
1442,Roman Catholic,Roman Catholic,Roman Catholic
1443,Mainline Protestant,Mainline Protestant,Mainline Protestant
1444,Roman Catholic,Roman Catholic,Roman Catholic
1445,Conservative Protestant,Conservative Protestant,Conservative Protestant
1446,None,None,None
1447,Conservative Protestant,Conservative Protestant,Conservative Protestant
1448,None,None,None
1449,Conservative Protestant,Conservative Protestant,Protestant No Denomination
1450,Roman Catholic,Roman Catholic,Roman Catholic
1451,NA,Conservative Protestant,Protestant No Denomination
1452,Roman Catholic,Roman Catholic,Roman Catholic
1453,Mainline Protestant,Mainline Protestant,Mainline Protestant
1454,Conservative Protestant,Conservative Protestant,Conservative Protestant
1455,Roman Catholic,Roman Catholic,Roman Catholic
